Runde;EINS;ZWEI;DREI;VIER;FUENF;SECHS
996;0;1;0;0;2;1
997;0;0;0;1;2;1
998;0;0;1;0;1;2
999;0;0;0;1;3;0
1000;0;1;0;1;2;0
1001;0;0;1;0;2;1
1002;1;0;0;1;2;0
1003;0;0;2;0;0;2
1004;0;0;0;1;1;2
1005;0;0;0;1;2;1
1006;0;0;0;2;2;0
1007;0;1;1;0;1;1
1008;0;1;0;3;0;0
1009;1;1;0;1;1;0
1010;0;0;0;1;2;1
1011;0;0;0;1;0;3
1012;1;0;0;0;1;2
1013;0;1;2;1;0;0
1014;0;0;0;1;1;2
1015;0;0;0;0;3;1
1016;0;0;0;1;2;1
1017;1;1;1;1;0;0
1018;1;0;0;1;1;1
1019;0;2;0;1;1;0
1020;1;2;0;0;1;0
1021;0;0;1;1;0;2
1022;0;0;1;2;1;0
1023;0;0;0;1;1;2
1024;0;0;1;2;0;1
1025;0;0;0;2;1;1
1026;0;0;0;0;2;2
1027;0;0;0;0;2;2
1028;0;0;1;0;1;2
1029;0;0;0;0;2;2
1030;0;1;0;1;0;2
1031;0;1;1;0;0;2
1032;0;0;0;0;3;1
1033;0;1;0;2;0;1
1034;0;0;1;0;0;3
1035;0;2;1;0;1;0
1036;0;0;0;1;1;2
1037;0;2;1;0;1;0
1038;0;0;0;1;1;2
1039;1;0;2;0;0;1
1040;0;0;1;1;1;1
1041;0;0;0;0;3;1
1042;0;1;1;0;1;1
1043;0;1;1;1;1;0
1044;0;0;0;0;1;3
1045;0;1;0;0;1;2
1046;0;0;0;1;1;2
1047;0;0;1;1;1;1
1048;0;0;0;0;2;2
1049;0;0;1;0;1;2
1050;0;0;0;3;0;1
1051;0;0;0;1;0;3
1052;0;0;2;0;2;0
1053;0;0;0;0;2;2
1054;1;0;1;1;0;1
1055;0;0;0;1;0;3
1056;0;0;0;1;1;2
1057;0;0;0;1;2;1
1058;1;0;0;1;2;0
1059;0;1;0;1;2;0
1060;0;0;0;2;1;1
1061;0;0;1;1;1;1
1062;0;0;0;1;1;2
1063;0;1;1;0;0;2
1064;0;0;0;0;2;2
1065;0;1;1;0;0;2
1066;0;1;0;2;0;1
1067;0;0;0;1;0;3
1068;0;0;1;1;0;2
1069;0;1;0;1;1;1
1070;0;0;1;2;0;1
1071;0;0;1;2;0;1
1072;0;0;0;0;2;2
1073;0;0;0;2;1;1
1074;1;0;0;1;0;2
1075;1;0;0;1;0;2
1076;0;0;1;1;1;1
1077;0;1;0;0;2;1
1078;0;0;1;2;0;1
1079;0;0;1;2;0;1
1080;0;1;0;0;2;1
1081;0;0;0;0;4;0
1082;0;0;0;1;1;2
1083;0;0;0;0;1;3
1084;0;0;1;2;1;0
1085;0;1;0;1;1;1
1086;0;0;0;1;3;0
1087;0;1;0;0;2;1
1088;1;0;1;0;1;1
1089;0;1;0;0;2;1
1090;0;0;1;0;1;2
1091;0;0;0;1;1;2
1092;0;0;1;2;1;0
1093;0;0;2;1;0;1
1094;0;1;0;2;0;1
1095;0;1;0;1;2;0
1096;0;0;1;1;0;2
1097;0;0;1;0;2;1
1098;0;0;1;1;1;1
1099;0;0;0;3;0;1
1100;0;0;0;2;1;1
1101;0;0;0;2;1;1
1102;0;1;2;0;1;0
1103;0;0;1;1;2;0
1104;0;1;1;1;1;0
1105;0;0;0;0;2;2
1106;0;0;0;0;2;2
1107;0;1;0;0;1;2
1108;0;0;1;1;2;0
1109;1;0;1;1;0;1
1110;0;0;0;0;1;3
1111;1;1;2;0;0;0
1112;0;0;2;1;0;1
1113;0;0;0;0;2;2
1114;0;0;0;3;1;0
1115;0;1;0;0;3;0
1116;0;0;1;1;1;1
1117;0;0;1;2;0;1
1118;0;0;1;2;0;1
1119;0;0;1;2;1;0
1120;0;1;1;1;0;1
1121;0;0;0;0;3;1
1122;0;0;0;2;2;0
1123;0;0;0;0;3;1
1124;0;0;0;0;1;3
1125;1;0;0;0;1;2
1126;0;0;0;3;0;1
1127;0;0;0;1;1;2
1128;0;0;0;0;1;3
1129;0;1;0;2;0;1
1130;0;0;1;2;1;0
1131;1;0;0;0;2;1
1132;0;0;0;2;1;1
1133;0;1;0;1;1;1
1134;0;0;1;0;3;0
1135;0;0;0;2;1;1
1136;0;0;0;0;1;3
1137;0;0;1;1;2;0
1138;0;1;1;1;1;0
1139;0;0;1;1;0;2
1140;0;0;1;1;1;1
1141;0;0;0;0;1;3
1142;0;2;1;0;1;0
1143;0;0;1;1;2;0
1144;0;0;1;1;1;1
1145;0;0;0;2;1;1
1146;0;0;0;2;0;2
1147;1;0;0;0;0;3
1148;0;0;0;1;3;0
1149;0;1;1;0;2;0
1150;0;0;0;2;1;1
1151;0;0;0;0;0;4
1152;1;1;0;2;0;0
1153;0;0;2;0;0;2
1154;1;1;0;0;1;1
1155;0;2;0;0;0;2
1156;0;1;1;2;0;0
1157;0;0;0;2;2;0
1158;0;0;0;2;0;2
1159;0;0;1;2;1;0
1160;0;0;1;2;1;0
1161;0;0;3;1;0;0
1162;0;1;0;1;2;0
1163;0;1;0;2;1;0
1164;0;1;0;2;0;1
1165;1;0;0;1;2;0
1166;0;0;0;2;2;0
1167;1;0;1;1;0;1
1168;0;0;0;1;1;2
1169;0;1;0;1;1;1
1170;0;0;1;0;2;1
1171;0;1;0;0;1;2
1172;0;0;0;1;1;2
1173;0;0;1;1;2;0
1174;0;0;2;1;0;1
1175;0;0;0;1;2;1
1176;0;1;0;0;2;1
1177;0;0;0;1;3;0
1178;1;1;0;0;0;2
1179;0;0;1;1;1;1
1180;0;0;0;2;2;0
1181;0;0;0;0;2;2
1182;0;1;1;1;0;1
1183;1;0;0;1;1;1
1184;1;0;0;0;1;2
1185;1;0;0;1;2;0
1186;1;1;0;0;0;2
1187;0;0;0;2;1;1
1188;0;0;2;1;1;0
1189;0;1;0;2;1;0
1190;0;0;0;3;0;1
1191;0;0;1;2;0;1
1192;0;1;0;1;1;1
1193;0;0;1;2;1;0
1194;0;1;0;1;1;1
1195;0;0;0;2;1;1
1196;0;1;1;0;0;2
1197;0;0;0;1;2;1
1198;0;0;0;0;1;3
1199;0;0;0;0;1;3
1200;0;0;2;1;1;0
1201;0;1;1;1;0;1
1202;1;0;0;1;0;2
1203;1;0;1;0;0;2
1204;1;0;0;1;0;2
1205;0;0;0;2;1;1
1206;0;1;0;3;0;0
1207;0;0;1;1;1;1
1208;0;0;1;0;1;2
1209;0;0;0;1;1;2
1210;0;0;0;1;3;0
1211;0;0;1;0;2;1
1212;0;0;1;2;1;0
1213;1;0;2;1;0;0
1214;0;0;1;0;1;2
1215;1;0;2;1;0;0
1216;0;0;1;1;2;0
1217;0;0;1;2;0;1
1218;1;1;0;0;1;1
1219;0;1;0;2;1;0
1220;0;0;0;1;2;1
1221;0;0;0;0;1;3
1222;0;0;1;0;2;1
1223;1;0;1;0;0;2
1224;1;0;0;1;0;2
1225;0;1;1;0;2;0
1226;0;0;1;0;2;1
1227;1;0;0;1;2;0
1228;0;0;0;2;1;1
1229;0;0;0;1;2;1
1230;0;0;0;1;1;2
1231;0;1;0;0;2;1
1232;0;0;2;1;0;1
1233;0;0;1;1;1;1
1234;0;0;0;1;2;1
1235;0;1;1;0;1;1
1236;0;1;0;1;1;1
1237;0;1;1;1;1;0
1238;0;0;2;0;0;2
1239;0;0;1;2;1;0
1240;0;1;0;1;1;1
1241;0;0;2;0;1;1
1242;1;1;0;0;2;0
1243;1;1;1;1;0;0
1244;0;0;1;1;1;1
1245;0;0;0;1;1;2
1246;0;0;0;0;3;1
1247;0;1;0;1;2;0
1248;0;0;0;0;2;2
1249;0;0;0;0;1;3
1250;0;0;1;0;2;1
1251;0;0;1;0;2;1
1252;0;0;1;1;0;2
1253;0;1;1;1;1;0
1254;0;0;0;0;2;2
1255;0;0;1;2;0;1
1256;0;0;1;2;0;1
1257;0;0;1;0;3;0
1258;0;0;1;1;0;2
1259;0;0;2;1;0;1
1260;0;1;0;1;0;2
1261;0;0;0;2;1;1
1262;0;0;0;0;2;2
1263;1;1;0;0;2;0
1264;0;0;1;1;1;1
1265;0;0;0;0;2;2
1266;0;0;1;1;1;1
1267;0;1;0;1;1;1
1268;0;1;0;2;0;1
1269;1;1;0;1;1;0
1270;1;1;0;1;1;0
1271;0;1;0;0;0;3
1272;0;1;2;0;1;0
1273;0;0;0;1;0;3
1274;1;0;1;1;0;1
1275;0;0;0;0;3;1
1276;0;1;0;0;1;2
1277;0;0;1;0;1;2
1278;0;1;0;0;1;2
1279;0;0;0;1;1;2
1280;0;1;0;0;3;0
1281;0;0;1;1;0;2
1282;0;0;1;2;0;1
1283;0;0;1;2;1;0
1284;0;0;0;1;1;2
1285;0;0;0;2;0;2
1286;0;0;1;0;1;2
1287;0;0;0;2;2;0
1288;0;0;0;2;0;2
1289;0;0;0;2;1;1
1290;0;0;2;1;1;0
1291;0;1;0;2;0;1
1292;0;0;3;1;0;0
1293;0;1;1;0;1;1
1294;1;0;0;1;0;2
1295;0;1;2;1;0;0
1296;1;0;0;0;1;2
1297;0;0;0;1;1;2
1298;0;0;0;2;1;1
1299;0;1;1;2;0;0
1300;0;0;0;1;2;1
1301;0;1;2;0;0;1
1302;1;0;1;0;1;1
1303;1;0;0;1;0;2
1304;0;0;0;1;2;1
1305;0;0;0;1;1;2
1306;1;0;0;0;0;3
1307;0;0;0;2;1;1
1308;0;0;1;1;1;1
1309;1;1;0;2;0;0
1310;0;1;1;1;1;0
1311;0;0;0;1;2;1
1312;1;0;1;1;1;0
1313;0;0;1;3;0;0
1314;0;1;0;1;1;1
1315;0;0;0;0;2;2
1316;0;0;0;1;0;3
1317;0;1;0;0;1;2
1318;0;0;0;2;0;2
1319;1;0;0;0;1;2
1320;0;1;1;1;0;1
1321;1;0;2;1;0;0
1322;0;1;0;0;2;1
1323;0;1;1;1;1;0
1324;1;1;0;0;2;0
1325;0;1;0;1;1;1
1326;0;1;0;1;1;1
1327;0;1;0;0;3;0
1328;0;0;0;2;1;1
1329;0;1;0;0;2;1
1330;0;0;1;1;0;2
1331;0;0;0;1;2;1
1332;0;1;0;0;1;2
1333;0;0;1;1;1;1
1334;0;0;0;1;1;2
1335;0;0;1;2;0;1
1336;0;0;0;2;0;2
1337;0;0;0;2;1;1
1338;0;2;1;0;1;0
1339;0;2;1;1;0;0
1340;0;0;0;2;1;1
1341;0;0;0;2;1;1
1342;0;0;0;1;2;1
1343;0;1;1;0;1;1
1344;0;0;1;1;0;2
1345;0;0;1;0;1;2
1346;0;0;0;2;2;0
1347;0;0;0;3;0;1
1348;0;0;1;1;2;0
1349;0;1;1;1;0;1
1350;0;0;0;2;0;2
1351;0;1;0;0;0;3
1352;0;0;1;1;1;1
1353;0;0;1;1;0;2
1354;0;0;0;2;1;1
1355;0;0;0;0;2;2
1356;0;0;1;1;0;2
1357;0;0;1;1;0;2
1358;0;0;0;1;1;2
1359;0;0;0;0;2;2
1360;0;0;0;1;2;1
1361;0;0;1;1;1;1
1362;0;0;1;1;2;0
1363;0;0;1;3;0;0
1364;0;0;1;1;1;1
1365;0;0;1;0;1;2
1366;0;0;1;0;1;2
1367;0;0;0;0;2;2
1368;0;0;0;0;1;3
1369;1;0;0;0;1;2
1370;0;0;2;0;0;2
1371;0;0;1;2;0;1
1372;0;0;0;2;0;2
1373;1;0;0;1;1;1
1374;0;0;0;1;1;2
1375;1;0;0;1;0;2
1376;0;0;0;2;1;1
1377;0;1;1;0;1;1
1378;0;1;0;1;0;2
1379;0;0;0;1;1;2
1380;0;0;0;1;2;1
1381;0;0;0;1;2;1
1382;0;1;1;1;1;0
1383;0;0;0;1;2;1
1384;0;0;1;1;2;0
1385;0;0;1;1;0;2
1386;1;0;0;0;2;1
1387;0;0;1;1;2;0
1388;0;0;0;2;1;1
1389;0;1;1;0;1;1
1390;1;0;1;0;0;2
1391;0;0;0;1;2;1
1392;0;0;1;1;1;1
1393;0;0;0;1;2;1
1394;1;0;1;1;1;0
1395;1;0;0;0;2;1
1396;0;1;0;0;2;1
1397;0;0;0;1;1;2
1398;0;1;2;0;0;1
1399;0;0;0;3;1;0
1400;0;0;0;1;3;0
1401;1;0;0;0;2;1
1402;0;1;1;1;0;1
1403;0;0;0;2;0;2
1404;0;0;0;1;2;1
1405;0;0;1;1;2;0
1406;0;0;0;1;1;2
1407;0;0;1;0;1;2
1408;1;0;0;2;1;0
1409;0;0;0;2;0;2
1410;1;0;1;0;0;2
1411;0;1;1;0;1;1
1412;1;2;0;0;1;0
1413;1;0;0;0;2;1
1414;0;0;0;2;2;0
1415;1;1;1;0;1;0
1416;0;0;0;1;2;1
1417;1;1;0;1;1;0
1418;1;0;1;1;0;1
1419;0;0;0;2;1;1
1420;0;0;0;0;2;2
1421;0;1;0;0;0;3
1422;0;1;0;1;0;2
1423;0;0;0;1;1;2
1424;0;0;0;1;1;2
1425;1;0;0;1;1;1
1426;1;1;2;0;0;0
1427;0;0;0;0;3;1
1428;0;0;0;1;2;1
1429;0;0;0;1;1;2
1430;0;0;1;1;0;2
1431;0;0;0;2;2;0
1432;0;0;1;2;0;1
1433;0;2;0;1;1;0
1434;0;1;2;1;0;0
1435;0;1;0;1;2;0
1436;0;0;0;1;2;1
1437;0;0;0;2;1;1
1438;0;0;0;0;2;2
1439;0;1;2;0;0;1
1440;0;1;2;0;1;0
1441;0;1;0;1;1;1
1442;0;0;1;2;0;1
1443;0;0;0;1;2;1
1444;0;0;2;0;1;1
1445;0;1;1;0;1;1
1446;0;0;0;0;1;3
1447;0;0;1;0;1;2
1448;0;0;2;1;0;1
1449;1;1;1;1;0;0
1450;0;0;1;1;1;1
1451;1;2;0;0;0;1
1452;0;0;1;2;0;1
1453;0;0;1;0;2;1
1454;0;0;1;2;0;1
1455;0;0;0;1;1;2
1456;0;2;0;0;1;1
1457;0;0;0;1;2;1
1458;1;0;0;1;1;1
1459;0;0;1;0;2;1
1460;0;0;1;0;0;3
1461;0;0;0;1;2;1
1462;0;0;1;0;0;3
1463;0;1;1;1;0;1
1464;0;0;0;0;2;2
1465;0;0;1;1;0;2
1466;0;1;0;0;0;3
1467;0;0;0;1;2;1
1468;0;0;1;3;0;0
1469;0;0;1;1;0;2
1470;1;0;0;2;0;1
1471;0;1;1;2;0;0
1472;0;2;0;1;1;0
1473;0;1;1;1;0;1
1474;0;0;0;1;1;2
1475;0;0;1;1;1;1
1476;0;1;0;0;2;1
1477;0;0;0;0;3;1
1478;0;1;0;2;1;0
1479;0;0;0;1;0;3
1480;1;0;0;0;0;3
1481;0;0;1;1;1;1
1482;0;0;0;3;0;1
1483;0;0;0;2;0;2
1484;0;0;3;1;0;0
1485;0;1;0;1;2;0
1486;1;0;0;0;2;1
1487;0;0;1;1;0;2
1488;0;1;1;0;1;1
1489;0;0;1;0;1;2
1490;0;1;0;1;0;2
1491;0;0;0;1;2;1
1492;0;0;0;1;2;1
1493;0;0;1;0;1;2
1494;0;0;1;2;1;0
1495;0;0;0;0;2;2
1496;0;0;1;2;0;1
1497;0;0;1;2;0;1
1498;0;0;1;1;2;0
1499;0;0;0;2;0;2
1500;0;0;2;1;1;0
